selection_rank,selection_stage,selection_reason,benchmark,task_id,task_column,candidate_reason,mix_selection_score,final_priority_score,difficulty_tier,difficulty_signal,representative_signal,unique_unpredictable_signal,discrimination_signal,observed_count,imputed_mean,observed_mean,observed_std,strength_correlation,useful_representativeness_score,task_unpredictability_score,representative_rank_within_benchmark,unique_rank_within_benchmark,composite_rank_within_benchmark,base_representative_task,difficult_task,frontier_task_with_signal,unique_unpredictable_task,high_composite_task
67,representative_base,base_representative,mmau,mmau-b4180fa8-96a9-4211-8059-d03d65eb2f04,mmau/mmau-b4180fa8-96a9-4211-8059-d03d65eb2f04,base_representative,0.5393677279301323,0.5993677279301324,easy,0.061635946320346746,1.0,0.17391304347826086,0.8698698698698699,20,0.9383640536796533,0.92,0.2481934729198171,0.4575228182447863,0.2150734739659008,0.012810958707622166,1.0,77.0,47.0,True,False,False,False,False
68,representative_base,base_representative,bfcl,bfcl-live-multiple-404-140-0,bfcl/bfcl-live-multiple-404-140-0,base_representative,0.5363256549232158,0.5963256549232159,easy,0.10000000000000009,0.9907407407407407,0.2777777777777778,0.6341463414634146,26,0.8999999999999999,0.8999999999999999,0.2166173513896726,0.4888868487685254,0.16292373941942587,0.11013615394424936,2.0,79.0,33.0,True,False,False,False,False
69,representative_base,base_representative,crustbench,crustbench-libbeaufort,crustbench/crustbench-libbeaufort,base_representative,0.5355381319337996,0.5955381319337996,easy,0.16248586106853158,0.9895833333333334,0.15625,0.73,22,0.8375141389314684,0.8090909090909091,0.3642041022547296,0.7529115408499979,0.3251095968340193,0.015437369106790388,2.0,82.0,34.0,True,False,False,False,False
70,representative_base,base_representative,usaco,usaco-431,usaco/usaco-431,base_representative,0.5350864074569553,0.5950864074569553,easy,0.20586760784979952,0.989010989010989,0.13736263736263737,0.6875,20,0.7941323921502005,0.74,0.3954743986657038,0.5025307419794154,0.3699924973466729,0.013997890731325735,2.0,79.0,23.0,True,False,False,False,False
71,representative_base,base_representative,swe-lancer,swe-lancer-18658-manager-0,swe-lancer/swe-lancer-18658-manager-0,base_representative,0.5123497343300022,0.5723497343300021,easy,0.13106560398667555,0.9166666666666666,0.125,0.85,17,0.8689343960133245,0.7999999999999999,0.2743977362280141,0.6739531228832224,0.1422792107447899,0.12159670761238428,2.0,12.0,7.0,True,False,False,False,False
72,representative_base,base_representative,bigcodebench,bigcodebench_139,bigcodebench/bigcodebench_139,base_representative,0.5070883992160057,0.5670883992160056,easy,0.07757862556666317,1.0,0.16346153846153846,0.6455223880597015,13,0.9224213744333368,0.8461538461538461,0.3608012122941099,0.3092444418528194,0.2801939120824848,3.0133002553389687e-05,1.0,44.0,33.0,True,False,False,False,False
73,representative_base,base_representative,usaco,usaco-940,usaco/usaco-940,base_representative,0.5054245917496216,0.5654245917496217,easy,0.1552148505149702,1.0,0.016483516483516484,0.75,19,0.8447851494850298,0.7894736842105263,0.4076824574955175,0.4832822119598164,0.3758181378081268,8.82112833822113e-06,1.0,91.0,33.0,True,False,False,False,False
74,representative_base,base_representative,swebench-verified,swebench-verified-django__django-12209,swebench-verified/swebench-verified-django__django-12209,base_representative,0.4930981867147629,0.5530981867147629,easy,0.17728163574794076,0.8888888888888888,0.16666666666666666,0.64,20,0.8227183642520592,0.77,0.3303028912982749,0.6168385994058408,0.3038680610035654,0.04704373665815276,2.0,8.0,6.0,True,False,False,False,False
75,representative_base,base_representative,bigcodebench,bigcodebench_308,bigcodebench/bigcodebench_308,base_representative,0.48844228033448045,0.5484422803344804,easy,0.07693215233677375,0.9807692307692307,0.16346153846153846,0.5671641791044776,20,0.9230678476632262,0.9,0.3,0.3096000926095988,0.233094535799091,3.0133002553389687e-05,2.0,45.0,35.0,True,False,False,False,False
76,representative_base,base_representative,compilebench,compilebench-jq,compilebench/compilebench-jq,base_representative,0.4432723665210529,0.5032723665210529,saturated,0.023089466084211585,0.5,0.75,0.5,20,0.9769105339157884,0.97,0.0714142842854284,0.6674622777457901,0.037476070620996095,0.4752300468179188,2.0,2.0,2.0,True,False,False,False,False
77,diverse_fill,difficult;unique_unpredictable;high_composite,featurebench-modal,featurebench-modal-mwaskom__seaborn.7001ebe7.test_statistics.0f2ae277.lv1,featurebench-modal/featurebench-modal-mwaskom__seaborn.7001ebe7.test_statistics.0f2ae277.lv1,difficult;unique_unpredictable;high_composite,0.8467570733863838,0.9267570733863839,hard,0.7403846153846154,0.9137931034482759,0.8333333333333334,0.89,26,0.2596153846153846,0.2596153846153846,0.4038324173487997,0.4075721844760815,0.2810722936119951,0.24598176091709167,16.0,30.0,1.0,False,True,False,True,True
78,diverse_fill,unique_unpredictable;high_composite,bfcl,bfcl-live-simple-123-79-0,bfcl/bfcl-live-simple-123-79-0,unique_unpredictable;high_composite,0.8707099923563338,0.9107099923563339,medium,0.676923076923077,0.9814814814814815,0.8611111111111112,0.9512195121951219,26,0.3230769230769231,0.3230769230769231,0.3964338069761577,0.4697784585254002,0.15997755749494183,0.40410612972877247,3.0,16.0,1.0,False,False,False,True,True
79,diverse_fill,unique_unpredictable;high_composite,arc-agi-2,arc-agi-2-bf45cf4b_0,arc-agi-2/arc-agi-2-bf45cf4b_0,unique_unpredictable;high_composite,0.8500595841343367,0.8900595841343367,medium,0.6126213152607511,0.8829787234042553,0.9574468085106383,0.99,20,0.3873786847392488,0.4024999999999999,0.4279237665753095,0.7254505951750109,0.3610569353035037,0.0760746414918898,12.0,5.0,1.0,False,False,False,True,True
80,diverse_fill,unique_unpredictable;high_composite,gpqa-diamond,gpqa-diamond-142,gpqa-diamond/gpqa-diamond-142,unique_unpredictable;high_composite,0.8439253653792665,0.8839253653792666,medium,0.5509483120448158,0.9887640449438202,0.8707865168539326,0.9494949494949495,19,0.4490516879551842,0.4447368421052631,0.4106781095886301,0.640575934489225,0.29412715939664114,0.27753677715905467,3.0,24.0,1.0,False,False,False,True,True
81,diverse_fill,difficult;high_composite,arc-agi-2,arc-agi-2-58490d8a_0,arc-agi-2/arc-agi-2-58490d8a_0,difficult;high_composite,0.8371528588939086,0.8771528588939086,hard,0.7366539887671236,0.9361702127659575,0.7553191489361702,0.91,20,0.2633460112328764,0.29,0.4023679907746142,0.6419610658272573,0.3783454257568726,0.016070444826777663,7.0,24.0,2.0,False,True,False,False,True
82,diverse_fill,difficult;unique_unpredictable;high_composite,algotune,algotune-cyclic-independent-set,algotune/algotune-cyclic-independent-set,difficult;unique_unpredictable;high_composite,0.7948393226972725,0.8748393226972726,hard,0.8613197727515718,0.6428571428571429,0.8492063492063492,0.948051948051948,25,0.1386802272484282,0.1441629801863656,0.3303266699511998,0.1350839242161414,0.10950694169760229,0.409501571813639,46.0,20.0,3.0,False,True,False,True,True
83,diverse_fill,difficult;high_composite,arc-agi-2,arc-agi-2-16de56c4_0,arc-agi-2/arc-agi-2-16de56c4_0,difficult;high_composite,0.830034345194809,0.870034345194809,hard,0.8062650403537043,0.8723404255319149,0.776595744680851,0.86,20,0.1937349596462957,0.2,0.3794733192202055,0.6754211656491195,0.3602269190456039,0.020281380918698133,13.0,22.0,3.0,False,True,False,False,True
84,diverse_fill,difficult;frontier_with_variance;unique_unpredictable,qcircuitbench,qcircuitbench-universal_2-n9,qcircuitbench/qcircuitbench-universal_2-n9,difficult;frontier_with_variance;unique_unpredictable,0.7421091320876286,0.8621091320876287,frontier,0.981769861683848,0.3333333333333333,1.0,0.8666666666666667,20,0.0182301383161519,0.02303555,0.0874851685272852,0.2219245390002314,0.019791123066349187,0.6539967127496,3.0,1.0,2.0,False,True,True,True,False
85,diverse_fill,difficult;high_composite,featurebench-modal,featurebench-modal-huggingface__transformers.e2e8dbed.test_processing_wav2vec2.4f660c78.lv1,featurebench-modal/featurebench-modal-huggingface__transformers.e2e8dbed.test_processing_wav2vec2.4f660c78.lv1,difficult;high_composite,0.8146817893090534,0.8546817893090535,hard,0.7365317549373636,0.9712643678160919,0.6494252873563219,0.855,25,0.2634682450626364,0.2739999999999999,0.3860362677262332,0.6528384639055986,0.3212002415135335,0.13952911603923468,6.0,62.0,4.0,False,True,False,False,True
86,diverse_fill,unique_unpredictable;high_composite,featurebench-modal,featurebench-modal-mlflow__mlflow.93dab383.test_databricks_adapter.3b72f337.lv1,featurebench-modal/featurebench-modal-mlflow__mlflow.93dab383.test_databricks_adapter.3b72f337.lv1,unique_unpredictable;high_composite,0.8139205999855926,0.8539205999855927,medium,0.6316594114366239,0.867816091954023,0.8390804597701149,0.95,25,0.3683405885633761,0.38266668,0.4258450511316735,0.6192598175951961,0.27450940679060126,0.25036589277268306,24.0,29.0,5.0,False,False,False,True,True
87,diverse_fill,difficult;high_composite,algotune,algotune-edge-expansion,algotune/algotune-edge-expansion,difficult;high_composite,0.8114169620217699,0.85141696202177,hard,0.7090156114348432,0.9523809523809523,0.6111111111111112,0.987012987012987,25,0.2909843885651568,0.3025223394145642,0.3480312417652621,0.3700398582177814,0.20150281675196247,0.3234957911421079,7.0,50.0,2.0,False,True,False,False,True
88,diverse_fill,difficult;unique_unpredictable;high_composite,mmmlu,mmmlu-es-la-00045,mmmlu/mmmlu-es-la-00045,difficult;unique_unpredictable;high_composite,0.7639949877755591,0.8439949877755591,hard,0.809586011708297,0.6818181818181818,0.8598484848484849,0.72,18,0.190413988291703,0.2722222777777777,0.3658661893623595,-0.2884137578874748,0.15290017643755022,0.3152408354519778,43.0,19.0,2.0,False,True,False,True,True
89,diverse_fill,difficult;unique_unpredictable;high_composite,algotune,algotune-eigenvalues-real,algotune/algotune-eigenvalues-real,difficult;unique_unpredictable;high_composite,0.7629687262065226,0.8429687262065226,hard,0.7465357994869851,0.6666666666666666,0.8888888888888888,0.8051948051948052,17,0.2534642005130149,0.2597303459774727,0.2729991402258803,0.1433376421739369,0.11467332482023952,0.4294676563974117,43.0,15.0,5.0,False,True,False,True,True
90,diverse_fill,difficult;unique_unpredictable;high_composite,aider-polyglot,polyglot_go_forth,aider-polyglot/polyglot_go_forth,difficult;unique_unpredictable;high_composite,0.753,0.8330000000000001,medium,0.7,0.7052631578947368,0.8526315789473684,0.7866666666666666,26,0.3,0.3,0.3971049076658556,0.546107929198904,0.2521418759377299,0.23661794085492183,57.0,29.0,4.0,False,True,False,True,True
91,diverse_fill,difficult;unique_unpredictable;high_composite,bfcl,bfcl-live-multiple-196-88-0,bfcl/bfcl-live-multiple-196-88-0,difficult;unique_unpredictable;high_composite,0.7501233409769995,0.8301233409769996,hard,0.7230769230769232,0.6666666666666666,0.8148148148148148,0.8821138211382114,26,0.2769230769230769,0.2769230769230769,0.3640664481907456,0.3854304037945755,0.08088071108108409,0.3744965941582793,37.0,21.0,8.0,False,True,False,True,True
92,diverse_fill,difficult;unique_unpredictable;high_composite,mmmlu,mmmlu-bn-bd-00015,mmmlu/mmmlu-bn-bd-00015,difficult;unique_unpredictable;high_composite,0.7499933708444397,0.8299933708444398,hard,0.7843674227716984,0.5606060606060606,0.9507575757575758,0.8,18,0.2156325772283017,0.3101851666666666,0.3867057316278174,-0.5874890269861405,0.13708418842039055,0.3977973976067146,59.0,7.0,5.0,False,True,False,True,True
93,diverse_fill,unique_unpredictable;high_composite,livecodebench,livecodebench-3308,livecodebench/livecodebench-3308,unique_unpredictable;high_composite,0.7896116936213136,0.8296116936213136,medium,0.6242114803676075,0.7794117647058824,0.8970588235294118,0.91,18,0.3757885196323925,0.4259259444444445,0.3843473910534687,-0.6871603730678109,0.18805981617214101,0.33715087965164203,16.0,8.0,3.0,False,False,False,True,True
94,diverse_fill,unique_unpredictable;high_composite,usaco,usaco-436,usaco/usaco-436,unique_unpredictable;high_composite,0.7892784758357095,0.8292784758357096,medium,0.4751084088373435,0.8131868131868132,0.9560439560439561,0.9791666666666666,19,0.5248915911626565,0.4868421052631579,0.4541742377404808,0.4307733316802861,0.3504941763568731,0.20118127218911086,18.0,5.0,1.0,False,False,False,True,True
95,diverse_fill,unique_unpredictable;high_composite,kumo,kumo-vehicleenv-t4-a6-v1-s1,kumo/kumo-vehicleenv-t4-a6-v1-s1,unique_unpredictable;high_composite,0.7856678833634456,0.8256678833634457,medium,0.3323254132488592,0.9536423841059603,0.9205298013245033,0.9245283018867925,20,0.6676745867511408,0.65083335,0.334060715497838,0.6277105563806105,0.21174132223870812,0.3706418826473661,8.0,13.0,1.0,False,False,False,True,True
96,diverse_fill,difficult;high_composite,mmmlu,mmmlu-pt-br-00113,mmmlu/mmmlu-pt-br-00113,difficult;high_composite,0.7855399576230263,0.8255399576230263,hard,0.7610689214011961,0.7727272727272727,0.7272727272727273,0.9533333333333334,14,0.2389310785988039,0.3571428571428571,0.4791574237499548,0.2033770924478436,0.1774575341892402,0.24178350798671278,31.0,37.0,1.0,False,True,False,False,True
97,diverse_fill,difficult;unique_unpredictable;high_composite,gaia,gaia-b415aba4-4b68-4fc6-9b89-2c812e55a3e1,gaia/gaia-b415aba4-4b68-4fc6-9b89-2c812e55a3e1,difficult;unique_unpredictable;high_composite,0.7420660991152994,0.8220660991152995,hard,0.7929824632045811,0.6582278481012658,0.810126582278481,0.7393939393939394,20,0.2070175367954189,0.2475,0.3699577678600625,0.2483878171576996,0.22449627230229724,0.2814317690331707,55.0,31.0,1.0,False,True,False,True,True
98,diverse_fill,difficult;unique_unpredictable;high_composite,kumo,kumo-wildlifeenv-t4-a6-v1-s0,kumo/kumo-wildlifeenv-t4-a6-v1-s0,difficult;unique_unpredictable;high_composite,0.7398572840281663,0.8198572840281664,hard,0.7261416189316081,0.5364238410596026,0.9105960264900662,0.9528301886792453,19,0.2738583810683919,0.2675438421052631,0.3712817220292093,0.6483484284115288,0.10031947953935379,0.36202251149497056,71.0,15.0,4.0,False,True,False,True,True
99,diverse_fill,unique_unpredictable;high_composite,kumo,kumo-mythicalcreatureenv-t4-a6-v1-s0,kumo/kumo-mythicalcreatureenv-t4-a6-v1-s0,unique_unpredictable;high_composite,0.7788199949063574,0.8188199949063575,medium,0.391320214537338,0.8278145695364238,0.9735099337748344,0.9858490566037735,17,0.608679785462662,0.5588235882352942,0.4039882074289471,0.6374914913524234,0.17455461782830617,0.4533989398640861,27.0,5.0,2.0,False,False,False,True,True
100,diverse_fill,difficult;high_composite,bfcl,bfcl-live-multiple-563-155-3,bfcl/bfcl-live-multiple-563-155-3,difficult;high_composite,0.7777903724550066,0.8177903724550066,hard,0.8153846153846154,0.7777777777777778,0.6898148148148148,0.8617886178861789,26,0.1846153846153846,0.1846153846153846,0.3504857153813698,0.0286914977864034,0.0935109225899191,0.30730886728858997,25.0,35.0,3.0,False,True,False,False,True
101,diverse_fill,unique_unpredictable;high_composite,simpleqa,simpleqa-3796,simpleqa/simpleqa-3796,unique_unpredictable;high_composite,0.7752042658074222,0.8152042658074222,medium,0.32781706322968884,0.96,0.835,0.99,20,0.6721829367703112,0.6,0.4381780460041329,0.5006278003461043,0.3303929481486046,0.1741759915148854,9.0,34.0,1.0,False,False,False,True,True
102,diverse_fill,difficult;unique_unpredictable;high_composite,spider2,spider2-google_play002,spider2/spider2-google_play002,difficult;unique_unpredictable;high_composite,0.7348607273960577,0.8148607273960577,hard,0.7388476714889929,0.65625,0.84375,0.7301587301587301,17,0.2611523285110071,0.360784294117647,0.4404743881113747,0.5393358800718546,0.30299326328610543,0.28476385239031987,12.0,6.0,3.0,False,True,False,True,True
103,diverse_fill,unique_unpredictable;high_composite,livecodebench,livecodebench-abc343_a,livecodebench/livecodebench-abc343_a,unique_unpredictable;high_composite,0.764193296211826,0.804193296211826,medium,0.6995967142590684,0.7058823529411765,0.8529411764705882,0.86,18,0.3004032857409315,0.3,0.3415650255319866,0.6162823869788856,0.15854087289074054,0.299385711144623,21.0,11.0,5.0,False,False,False,True,True
104,diverse_fill,difficult;high_composite,bigcodebench,bigcodebench_310,bigcodebench/bigcodebench_310,difficult;high_composite,0.7639664409525326,0.8039664409525327,hard,0.7765603677136899,0.7307692307692307,0.7211538461538461,0.8917910447761194,14,0.2234396322863102,0.3571428571428571,0.4791574237499548,0.1628826051201403,0.11191121023839135,0.5006345881738995,15.0,16.0,1.0,False,True,False,False,True
105,diverse_fill,unique_unpredictable;high_composite,gpqa-diamond,gpqa-diamond-115,gpqa-diamond/gpqa-diamond-115,unique_unpredictable;high_composite,0.7569618010322612,0.7969618010322612,medium,0.4744934417865182,0.7415730337078652,1.0,0.8585858585858586,20,0.5255065582134818,0.53166665,0.3730467887693546,0.3134169595864478,0.13890388888782146,0.5208189436068513,47.0,1.0,2.0,False,False,False,True,True
106,diverse_fill,unique_unpredictable;high_composite,simpleqa,simpleqa-140,simpleqa/simpleqa-140,unique_unpredictable;high_composite,0.7566460369534896,0.7966460369534897,medium,0.39658414781395857,0.88,0.81,0.98,20,0.6034158521860414,0.5599999999999999,0.4270831300812524,0.617530103599436,0.3113002987410641,0.16660561929366458,25.0,39.0,2.0,False,False,False,True,True
107,diverse_fill,unique_unpredictable;high_composite,gpqa-diamond,gpqa-diamond-30,gpqa-diamond/gpqa-diamond-30,unique_unpredictable;high_composite,0.7559165797556293,0.7959165797556293,medium,0.532280551232255,0.7808988764044944,0.8314606741573034,0.9444444444444444,20,0.467719448767745,0.45833335,0.410673574414312,0.5654347457241822,0.14438116632565035,0.2651184245546905,40.0,31.0,3.0,False,False,False,True,True
108,diverse_fill,high_composite,livecodebench,livecodebench-arc182_e,livecodebench/livecodebench-arc182_e,high_composite,0.7953237346237322,0.7953237346237322,medium,0.46364787967139953,0.9558823529411765,0.7794117647058824,1.0,15,0.5363521203286005,0.5,0.4830458915396479,0.5295954087785928,0.2655773566584602,0.21432460955194665,4.0,16.0,2.0,False,False,False,False,True
109,diverse_fill,unique_unpredictable;high_composite,bigcodebench,bigcodebench_1013,bigcodebench/bigcodebench_1013,unique_unpredictable;high_composite,0.754558939293915,0.7945589392939151,medium,0.36794873076923074,0.9423076923076923,0.8653846153846154,0.7761194029850746,26,0.6320512692307693,0.6320512692307693,0.4166903438243169,0.3573733833769626,0.19737093102234848,0.5505022496987717,4.0,8.0,2.0,False,False,False,True,True
110,diverse_fill,unique_unpredictable;high_composite,aime,aime_i-13,aime/aime_i-13,unique_unpredictable;high_composite,0.7531506895551789,0.793150689555179,medium,0.33926942488738276,0.8833333333333333,0.8666666666666667,0.95,19,0.6607305751126172,0.6,0.3893314107138301,0.7072402158468798,0.2501035210502801,0.2432979197145918,8.0,9.0,1.0,False,False,False,True,True
111,diverse_fill,high_composite,aider-polyglot,polyglot_python_rest-api,aider-polyglot/polyglot_python_rest-api,high_composite,0.7906012145748988,0.7906012145748988,medium,0.5846153846153848,0.9578947368421052,0.6447368421052632,0.9866666666666667,26,0.4153846153846153,0.4153846153846153,0.4638404132825026,0.6522679953797392,0.3445901575112152,0.15265643110097737,9.0,69.0,1.0,False,False,False,False,True
112,diverse_fill,unique_unpredictable;high_composite,aider-polyglot,polyglot_javascript_food-chain,aider-polyglot/polyglot_javascript_food-chain,unique_unpredictable;high_composite,0.7452756410256409,0.785275641025641,medium,0.5557692307692308,0.7842105263157895,0.8421052631578947,0.8088888888888889,26,0.4442307692307692,0.4442307692307692,0.40342927201034,0.3747772127094826,0.27539524125999904,0.23422429895915786,42.0,31.0,5.0,False,False,False,True,True
113,diverse_fill,difficult;high_composite,replicationbench,replicationbench-hubble_trails__classifier_performance,replicationbench/replicationbench-hubble_trails__classifier_performance,difficult;high_composite,0.7441663406228187,0.7841663406228188,hard,0.8074345932605056,0.8717948717948718,0.44871794871794873,0.8333333333333334,16,0.1925654067394944,0.2468749999999999,0.3731072022555984,0.6524030608894215,0.3275289908804943,0.0797769098462785,11.0,44.0,5.0,False,True,False,False,True
114,diverse_fill,difficult;unique_unpredictable;high_composite,swe-lancer,swe-lancer-43022-manager-0,swe-lancer/swe-lancer-43022-manager-0,difficult;unique_unpredictable;high_composite,0.7036493300233595,0.7836493300233596,hard,0.8979306534267709,0.3333333333333333,1.0,0.75,17,0.1020693465732291,0.1558823529411765,0.2622764330542112,-0.1767168441106928,0.0498227189265636,0.6316644711760506,9.0,1.0,3.0,False,True,False,True,True
115,diverse_fill,difficult;high_composite,labbench,labbench-figqa-0003,labbench/labbench-figqa-0003,difficult;high_composite,0.7407313693548481,0.7807313693548481,hard,0.7877228991505161,0.9388888888888889,0.2972222222222222,0.9392265193370166,13,0.2122771008494839,0.3384615384615384,0.43947251867956,0.5806129508042451,0.39286907448145003,0.0463989536963243,12.0,127.0,1.0,False,True,False,False,True
116,diverse_fill,difficult;high_composite,reasoning-gym,reasoning-gym-algorithmic-game-of-life-hard0292e21f-seed45-0,reasoning-gym/reasoning-gym-algorithmic-game-of-life-hard0292e21f-seed45-0,difficult;high_composite,0.7403526452049733,0.7803526452049734,hard,0.8543173268516396,0.7301587301587301,0.6150793650793651,0.7829861111111112,12,0.1456826731483604,0.2716666666666666,0.4096712774354037,0.3972308597957301,0.1708390103402904,0.22218005807347374,35.0,49.0,2.0,False,True,False,False,True
117,diverse_fill,difficult;high_composite,replicationbench,replicationbench-gw_nsbh__mass_gap_constraint,replicationbench/replicationbench-gw_nsbh__mass_gap_constraint,difficult;high_composite,0.7385616789428278,0.7785616789428278,hard,0.7491185106431058,0.9230769230769231,0.34615384615384615,0.9444444444444444,17,0.2508814893568942,0.3205882352941177,0.4112601951282008,0.6053003184388852,0.357126426515355,0.0448279974950464,7.0,52.0,6.0,False,True,False,False,True
118,diverse_fill,high_composite,medagentbench,medagentbench-task9_11,medagentbench/medagentbench-task9_11,high_composite,0.7776083381931586,0.7776083381931586,medium,0.45409532460362023,0.9154929577464789,0.7746478873239436,1.0,20,0.5459046753963798,0.53,0.4255584566190643,0.5001594557641499,0.2643469348816399,0.17463095646331284,7.0,17.0,1.0,False,False,False,False,True
119,diverse_fill,difficult;high_composite,replicationbench,replicationbench-bayes_cal__cold_hot_tandem,replicationbench/replicationbench-bayes_cal__cold_hot_tandem,difficult;high_composite,0.7369536656982447,0.7769536656982448,hard,0.800635175613492,0.782051282051282,0.5256410256410257,0.8777777777777778,16,0.1993648243865081,0.2,0.3872983346207417,0.5462102383196664,0.3118968012665249,0.09832179447184175,18.0,38.0,7.0,False,True,False,False,True
120,diverse_fill,unique_unpredictable;high_composite,aime,aime_ii-14,aime/aime_ii-14,unique_unpredictable;high_composite,0.7344669785361985,0.7744669785361985,easy,0.22120124747812697,0.9166666666666666,0.8333333333333334,1.0,19,0.778798752521873,0.7131578947368421,0.3959804970154723,0.2159282805958085,0.25696707802135327,0.24215198540606164,6.0,11.0,2.0,False,False,False,True,True
121,diverse_fill,difficult;high_composite,swtbench,swtbench-sphinx-doc__sphinx-8475,swtbench/swtbench-sphinx-doc__sphinx-8475,difficult;high_composite,0.7335551097094456,0.7735551097094456,hard,0.8867332593506028,0.6153846153846154,0.717948717948718,0.78,12,0.1132667406493972,0.2333333333333333,0.334995854037363,0.1424145664349549,0.16702485748138982,0.30058626193681437,16.0,12.0,1.0,False,True,False,False,True
122,diverse_fill,high_composite,spider2,spider2-f1002,spider2/spider2-f1002,high_composite,0.7727022922354012,0.7727022922354012,medium,0.6555413117987479,0.84375,0.796875,0.7619047619047619,16,0.3444586882012522,0.4125,0.4442338910979215,0.4361580445378343,0.35680091998750013,0.25103879805074303,6.0,7.0,2.0,False,False,False,False,True
123,diverse_fill,difficult;high_composite,swtbench,swtbench-sphinx-doc__sphinx-9673,swtbench/swtbench-sphinx-doc__sphinx-9673,difficult;high_composite,0.729957106703422,0.769957106703422,hard,0.7510079139931751,0.8205128205128205,0.5641025641025641,0.76,12,0.2489920860068249,0.3,0.3316624790355399,0.1473382153726774,0.19609367169744815,0.22080216320621315,8.0,18.0,2.0,False,True,False,False,True
124,diverse_fill,unique_unpredictable;high_composite,usaco,usaco-1328,usaco/usaco-1328,unique_unpredictable;high_composite,0.7243371351806829,0.7643371351806829,medium,0.3848485407227311,0.7692307692307693,0.9230769230769231,0.8541666666666666,19,0.6151514592772689,0.5789473684210527,0.4187785952622359,0.3782971640907938,0.34757129069367443,0.1601797012695262,22.0,8.0,4.0,False,False,False,True,True
125,diverse_fill,difficult;frontier_with_variance;unique_unpredictable,gso,gso-pydantic--pydantic-addf1f9,gso/gso-pydantic--pydantic-addf1f9,difficult;frontier_with_variance;unique_unpredictable,0.6426328782822576,0.7626328782822577,frontier,0.9793550425407949,0.25,1.0,0.4019607843137255,12,0.0206449574592051,0.0416666666666666,0.1381926995981416,0.2232602880869878,0.022204621144995832,0.8107423073133339,4.0,1.0,2.0,False,True,True,True,False
126,diverse_fill,difficult;unique_unpredictable;high_composite,mmau,mmau-76c2a626-7e3c-4f2f-ad20-b07cd0890302,mmau/mmau-76c2a626-7e3c-4f2f-ad20-b07cd0890302,difficult;unique_unpredictable;high_composite,0.6822471388331744,0.7622471388331745,hard,0.8272912058092612,0.2717391304347826,0.9891304347826086,0.8868868868868869,20,0.1727087941907388,0.2225,0.3026858932953434,0.0368369235078174,0.05755351849596671,0.47153665611739626,68.0,2.0,1.0,False,True,False,True,True
127,diverse_fill,high_composite,reasoning-gym,reasoning-gym-arithmetic-leg-counting-hard0292e21f-seed45-2,reasoning-gym/reasoning-gym-arithmetic-leg-counting-hard0292e21f-seed45-2,high_composite,0.7603656191110282,0.7603656191110282,medium,0.5225636669203033,0.9523809523809523,0.6428571428571429,0.9045138888888888,20,0.4774363330796967,0.47,0.4439594576084623,0.673184267875044,0.2832487502415685,0.22537853714149825,7.0,46.0,1.0,False,False,False,False,True
128,diverse_fill,high_composite,crustbench,crustbench-2dpartint,crustbench/crustbench-2dpartint,high_composite,0.7597097780091995,0.7597097780091995,medium,0.4992557787034646,0.8645833333333334,0.7291666666666666,1.0,25,0.5007442212965354,0.504,0.4529724053405461,0.7000561024348696,0.30717979218809244,0.17379049653971945,14.0,27.0,1.0,False,False,False,False,True
129,diverse_fill,difficult;unique_unpredictable;high_composite,bixbench,bix-10-q2,bixbench/bix-10-q2,difficult;unique_unpredictable;high_composite,0.669020437640247,0.7490204376402471,hard,0.7615554347715141,0.3684210526315789,0.8947368421052632,0.84,20,0.2384445652284859,0.26,0.3231098884280702,-0.2971432650663812,0.06657667943267882,0.4802505899640124,25.0,5.0,6.0,False,True,False,True,True
130,diverse_fill,difficult;high_composite,gaia,gaia-dc22a632-937f-4e6a-b72f-ba0ff3f5ff97,gaia/gaia-dc22a632-937f-4e6a-b72f-ba0ff3f5ff97,difficult;high_composite,0.7064582176837183,0.7464582176837183,hard,0.7697454138879225,0.9810126582278481,0.17721518987341772,0.8424242424242424,20,0.2302545861120775,0.2475,0.3909843347245513,0.6542663358590193,0.3123076517431898,0.07705967614641951,4.0,131.0,8.0,False,True,False,False,True
131,diverse_fill,high_composite,crustbench,crustbench-satc,crustbench/crustbench-satc,high_composite,0.7463640633945023,0.7463640633945023,medium,0.42278958691134294,0.9270833333333334,0.71875,0.91,22,0.5772104130886571,0.5545454545454546,0.4042133468257401,0.6959004095763565,0.31544243061482863,0.17142070590874292,8.0,28.0,2.0,False,False,False,False,True
132,diverse_fill,unique_unpredictable;high_composite,humanevalfix,humanevalfix-python-10,humanevalfix/humanevalfix-python-10,unique_unpredictable;high_composite,0.7042548832048395,0.7442548832048396,easy,0.09771639693085643,0.9428571428571428,0.8285714285714286,0.9512195121951219,20,0.9022836030691436,0.8800000000000001,0.2561249694973139,0.5765735825918142,0.2160042004730923,0.07195907337079555,3.0,7.0,2.0,False,False,False,True,True
133,diverse_fill,unique_unpredictable;high_composite,medagentbench,medagentbench-task1_27,medagentbench/medagentbench-task1_27,unique_unpredictable;high_composite,0.701179889337552,0.7411798893375521,medium,0.3645223742516166,0.8309859154929577,0.8028169014084507,0.79,20,0.6354776257483834,0.64,0.3261901286060018,0.5324632361391234,0.2570590077484273,0.17744357310110148,13.0,15.0,4.0,False,False,False,True,True
