selection_rank,selection_stage,selection_reason,benchmark,task_id,task_column,candidate_reason,mix_selection_score,final_priority_score,difficulty_tier,difficulty_signal,representative_signal,unique_unpredictable_signal,discrimination_signal,observed_count,imputed_mean,observed_mean,observed_std,strength_correlation,useful_representativeness_score,task_unpredictability_score,representative_rank_within_benchmark,unique_rank_within_benchmark,composite_rank_within_benchmark,base_representative_task,difficult_task,frontier_task_with_signal,unique_unpredictable_task,high_composite_task
68,representative_base,base_representative,swebench-multilingual,swebench-multilingual-jqlang__jq-2658,swebench-multilingual/swebench-multilingual-jqlang__jq-2658,base_representative,0.5271870286576169,0.5871870286576168,easy,0.15384615384615385,0.9980392156862745,0.08431372549019608,0.7888888888888889,13,0.8461538461538461,0.6923076923076923,0.4615384615384615,0.394846504084251,0.4413272866585963,0.0,1.0,239.0,80.0,True,False,False,False,False
69,representative_base,base_representative,swebench-multilingual,swebench-multilingual-php-cs-fixer__php-cs-fixer-7523,swebench-multilingual/swebench-multilingual-php-cs-fixer__php-cs-fixer-7523,base_representative,0.5271870286576169,0.5871870286576168,easy,0.15384615384615385,0.9980392156862745,0.08431372549019608,0.7888888888888889,13,0.8461538461538461,0.6923076923076923,0.4615384615384615,0.394846504084251,0.4413272866585963,0.0,2.0,249.0,81.0,True,False,False,False,False
70,representative_base,base_representative,swe-lancer,swe-lancer-14268-manager-0,swe-lancer/swe-lancer-14268-manager-0,base_representative,0.5114102564102564,0.5714102564102563,easy,0.09230769230769242,0.9166666666666666,0.25,0.7,18,0.9076923076923076,0.8666666666666667,0.2403700850309326,0.6957978754243643,0.14248295436989147,0.12372957286755226,2.0,10.0,7.0,True,False,False,False,False
71,representative_base,base_representative,kumo,kumo-transdimensionalenv-t4-a6-v1-s0,kumo/kumo-transdimensionalenv-t4-a6-v1-s0,base_representative,0.5095117576101269,0.569511757610127,easy,0.07692307692307676,0.9933774834437086,0.039735099337748346,0.8844339622641509,18,0.9230769230769232,0.8888888888888888,0.3142696805273545,0.7067783278754824,0.29124930669867544,0.0,2.0,151.0,40.0,True,False,False,False,False
72,representative_base,base_representative,bigcodebench,bigcodebench_139,bigcodebench/bigcodebench_139,base_representative,0.506924512055109,0.566924512055109,easy,0.07692307692307676,1.0,0.16346153846153846,0.6455223880597015,13,0.9230769230769232,0.8461538461538461,0.3608012122941099,0.3145372855742845,0.2905226600882296,7.771561172376096e-16,1.0,44.0,34.0,True,False,False,False,False
73,representative_base,base_representative,usaco,usaco-940,usaco/usaco-940,base_representative,0.5012362637362637,0.5612362637362638,easy,0.15384615384615385,0.989010989010989,0.016483516483516484,0.75,19,0.8461538461538461,0.7894736842105263,0.4076824574955175,0.4579116215795804,0.37312694397132595,0.0,2.0,91.0,36.0,True,False,False,False,False
74,representative_base,base_representative,swebench-verified,swebench-verified-django__django-12209,swebench-verified/swebench-verified-django__django-12209,base_representative,0.493008547008547,0.5530085470085471,easy,0.17692307692307685,0.8888888888888888,0.16666666666666666,0.64,20,0.8230769230769232,0.77,0.3303028912982749,0.6185375072765638,0.3048311931507692,0.04702062640293958,2.0,8.0,6.0,True,False,False,False,False
75,representative_base,base_representative,bigcodebench,bigcodebench_308,bigcodebench/bigcodebench_308,base_representative,0.4884400114810562,0.5484400114810561,easy,0.07692307692307676,0.9807692307692307,0.16346153846153846,0.5671641791044776,20,0.9230769230769232,0.9,0.3,0.3145372855742844,0.24156459306855751,7.771561172376096e-16,2.0,45.0,36.0,True,False,False,False,False
76,representative_base,base_representative,compilebench,compilebench-jq,compilebench/compilebench-jq,base_representative,0.4432692307692308,0.5032692307692308,saturated,0.023076923076923217,0.5,0.75,0.5,20,0.9769230769230768,0.97,0.0714142842854284,0.6820779232285094,0.03746989894672078,0.4753164675436474,2.0,2.0,2.0,True,False,False,False,False
77,diverse_fill,difficult;unique_unpredictable;high_composite,featurebench-modal,featurebench-modal-mwaskom__seaborn.7001ebe7.test_statistics.0f2ae277.lv1,featurebench-modal/featurebench-modal-mwaskom__seaborn.7001ebe7.test_statistics.0f2ae277.lv1,difficult;unique_unpredictable;high_composite,0.8493432802829355,0.9293432802829356,hard,0.7403846153846154,0.9252873563218391,0.8275862068965517,0.89,26,0.2596153846153846,0.2596153846153846,0.4038324173487997,0.4729799281533497,0.28490587794034083,0.24598176091709167,14.0,31.0,1.0,False,True,False,True,True
78,diverse_fill,unique_unpredictable;high_composite,bfcl,bfcl-live-simple-123-79-0,bfcl/bfcl-live-simple-123-79-0,unique_unpredictable;high_composite,0.8707099923563338,0.9107099923563339,medium,0.676923076923077,0.9814814814814815,0.8611111111111112,0.9512195121951219,26,0.3230769230769231,0.3230769230769231,0.3964338069761577,0.4256055773897415,0.15997755749494183,0.40410612972877247,3.0,16.0,1.0,False,False,False,True,True
79,diverse_fill,difficult;high_composite,arc-agi-2,arc-agi-2-58490d8a_0,arc-agi-2/arc-agi-2-58490d8a_0,difficult;high_composite,0.848815875613748,0.8888158756137481,hard,0.776923076923077,0.925531914893617,0.776595744680851,0.91,20,0.223076923076923,0.29,0.4023679907746142,0.6116741174205266,0.3625366681860187,0.029248841911129975,8.0,22.0,1.0,False,True,False,False,True
80,diverse_fill,difficult;unique_unpredictable;high_composite,gpqa-diamond,gpqa-diamond-130,gpqa-diamond/gpqa-diamond-130,difficult;unique_unpredictable;high_composite,0.7998893396617427,0.8798893396617428,hard,0.8166666538461539,0.8089887640449438,0.8230337078651685,0.7121212121212122,19,0.1833333461538461,0.2508772105263158,0.3275584936450409,0.5185652251141196,0.16197268935231304,0.2833523037315089,35.0,32.0,3.0,False,True,False,True,True
81,diverse_fill,difficult;unique_unpredictable;high_composite,algotune,algotune-cyclic-independent-set,algotune/algotune-cyclic-independent-set,difficult;unique_unpredictable;high_composite,0.7964421185518817,0.8764421185518818,hard,0.8613817498208024,0.6587301587301587,0.8333333333333334,0.948051948051948,25,0.1386182501791976,0.1441629801863656,0.3303266699511998,0.2000735439739664,0.11281017524072418,0.40941191454349757,44.0,22.0,3.0,False,True,False,True,True
82,diverse_fill,unique_unpredictable;high_composite,livecodebench,livecodebench-3779,livecodebench/livecodebench-3779,unique_unpredictable;high_composite,0.833294491515837,0.873294491515837,medium,0.6185897307692307,0.9264705882352942,0.8235294117647058,0.99,17,0.3814102692307692,0.4509804117647059,0.4609407419082719,0.5366214498577999,0.22676483926213659,0.2461971869295655,6.0,13.0,1.0,False,False,False,True,True
83,diverse_fill,difficult;high_composite,arc-agi-2,arc-agi-2-16de56c4_0,arc-agi-2/arc-agi-2-16de56c4_0,difficult;high_composite,0.827772504091653,0.8677725040916531,hard,0.8461538461538463,0.8829787234042553,0.7127659574468085,0.86,20,0.1538461538461538,0.2,0.3794733192202055,0.6409589668693342,0.35382301291037854,0.023897964395396598,12.0,28.0,2.0,False,True,False,False,True
84,diverse_fill,difficult;unique_unpredictable;high_composite,livecodebench,livecodebench-abc343_a,livecodebench/livecodebench-abc343_a,difficult;unique_unpredictable;high_composite,0.7874276018099547,0.8674276018099548,hard,0.7307692307692308,0.6764705882352942,0.9558823529411765,0.86,18,0.2692307692307692,0.3,0.3415650255319866,0.542480182190955,0.15086911849135531,0.43498372106044925,23.0,4.0,5.0,False,True,False,True,True
85,diverse_fill,unique_unpredictable;high_composite,bigcodebench,bigcodebench_1057,bigcodebench/bigcodebench_1057,unique_unpredictable;high_composite,0.8267652123995408,0.8667652123995409,medium,0.5,0.9615384615384616,0.8653846153846154,0.9925373134328358,12,0.5,0.5,0.5,0.283098527454837,0.2354211145230892,0.5750817072006011,3.0,8.0,1.0,False,False,False,True,True
86,diverse_fill,difficult;unique_unpredictable;high_composite,algotune,algotune-eigenvectors-real,algotune/algotune-eigenvectors-real,difficult;unique_unpredictable;high_composite,0.7846113204848234,0.8646113204848235,hard,0.9094409529349647,0.6031746031746031,0.9365079365079365,0.7467532467532467,15,0.0905590470650353,0.1569690149127279,0.262016007707071,0.1640919832581675,0.10337063506276407,0.469410454397022,51.0,9.0,4.0,False,True,False,True,True
87,diverse_fill,difficult;unique_unpredictable;high_composite,mmmlu,mmmlu-pt-br-00113,mmmlu/mmmlu-pt-br-00113,difficult;unique_unpredictable;high_composite,0.7801503496503497,0.8601503496503498,hard,0.8076923076923077,0.6590909090909091,0.8181818181818182,0.9533333333333334,14,0.1923076923076923,0.3571428571428571,0.4791574237499548,0.1023413232821503,0.14334415432069017,0.3107462875015359,46.0,25.0,1.0,False,True,False,True,True
88,diverse_fill,unique_unpredictable;high_composite,arc-agi-2,arc-agi-2-bf45cf4b_0,arc-agi-2/arc-agi-2-bf45cf4b_0,unique_unpredictable;high_composite,0.8159406710310965,0.8559406710310965,medium,0.6442307692307692,0.7553191489361702,0.9680851063829787,0.99,20,0.3557692307692308,0.4024999999999999,0.4279237665753095,0.6940838549689308,0.3237967340468523,0.11638615961231324,24.0,4.0,3.0,False,False,False,True,True
89,diverse_fill,difficult;unique_unpredictable;high_composite,bigcodebench,bigcodebench_492,bigcodebench/bigcodebench_492,difficult;unique_unpredictable;high_composite,0.772373708381171,0.8523737083811711,hard,0.7692307692307693,0.5384615384615384,1.0,0.9440298507462687,15,0.2307692307692307,0.4,0.4898979485566356,0.2327491490952752,0.05954476942126815,0.6348516283298893,25.0,1.0,2.0,False,True,False,True,True
90,diverse_fill,unique_unpredictable;high_composite,gpqa-diamond,gpqa-diamond-30,gpqa-diamond/gpqa-diamond-30,unique_unpredictable;high_composite,0.809100400136848,0.8491004001368481,medium,0.5551281923076923,0.848314606741573,0.9269662921348315,0.9444444444444444,20,0.4448718076923077,0.45833335,0.410673574414312,0.4750766175077972,0.17554495489293873,0.35054635500600806,28.0,14.0,2.0,False,False,False,True,True
91,diverse_fill,difficult;high_composite,featurebench-modal,featurebench-modal-huggingface__transformers.e2e8dbed.test_processing_wav2vec2.4f660c78.lv1,featurebench-modal/featurebench-modal-huggingface__transformers.e2e8dbed.test_processing_wav2vec2.4f660c78.lv1,difficult;high_composite,0.8083616268788683,0.8483616268788683,hard,0.7365384615384616,0.9655172413793104,0.632183908045977,0.855,25,0.2634615384615384,0.2739999999999999,0.3860362677262332,0.6063509435552279,0.31174555667222004,0.13953003768086902,7.0,65.0,5.0,False,True,False,False,True
92,diverse_fill,difficult;high_composite,algotune,algotune-edge-expansion,algotune/algotune-edge-expansion,difficult;high_composite,0.8039016604179525,0.8439016604179526,hard,0.7091131351783038,0.9365079365079365,0.6031746031746031,0.987012987012987,25,0.2908868648216963,0.3025223394145642,0.3480312417652621,0.3527969853855172,0.19424476033609064,0.3164166709538745,9.0,51.0,2.0,False,True,False,False,True
93,diverse_fill,difficult;high_composite,featurebench-modal,featurebench-modal-mlflow__mlflow.93dab383.test_trace_manager.bb95fbcd.lv1,featurebench-modal/featurebench-modal-mlflow__mlflow.93dab383.test_trace_manager.bb95fbcd.lv1,difficult;high_composite,0.7993189655172414,0.8393189655172414,medium,0.7,0.8908045977011494,0.7011494252873564,0.915,25,0.3,0.312,0.4198285364288616,0.3375654264458574,0.2749381288413325,0.1720244447978595,20.0,53.0,8.0,False,True,False,False,True
94,diverse_fill,difficult;unique_unpredictable;high_composite,mmmlu,mmmlu-bn-bd-00015,mmmlu/mmmlu-bn-bd-00015,difficult;unique_unpredictable;high_composite,0.759306530011655,0.8393065300116551,hard,0.7852564230769231,0.5757575757575758,0.9659090909090909,0.8,18,0.2147435769230769,0.3101851666666666,0.3867057316278174,-0.5634551310877551,0.12972964098730802,0.39753833873089783,57.0,5.0,2.0,False,True,False,True,True
95,diverse_fill,unique_unpredictable;high_composite,livecodebench,livecodebench-3308,livecodebench/livecodebench-3308,unique_unpredictable;high_composite,0.7977933602941176,0.8377933602941177,medium,0.6128205000000001,0.7794117647058824,0.9411764705882353,0.91,18,0.3871794999999999,0.4259259444444445,0.3843473910534687,-0.6421519493813099,0.17243996872155723,0.4291812611461734,16.0,5.0,4.0,False,False,False,True,True
96,diverse_fill,difficult;unique_unpredictable;high_composite,mmmlu,mmmlu-es-la-00045,mmmlu/mmmlu-es-la-00045,difficult;unique_unpredictable;high_composite,0.7542558178904429,0.834255817890443,hard,0.8115384230769231,0.6742424242424242,0.8295454545454546,0.72,18,0.1884615769230769,0.2722222777777777,0.3658661893623595,-0.2590969190398207,0.1437195955069224,0.315658820881104,44.0,23.0,3.0,False,True,False,True,True
97,diverse_fill,difficult;unique_unpredictable;high_composite,aider-polyglot,polyglot_go_forth,aider-polyglot/polyglot_go_forth,difficult;unique_unpredictable;high_composite,0.753,0.8330000000000001,medium,0.7,0.7052631578947368,0.8526315789473684,0.7866666666666666,26,0.3,0.3,0.3971049076658556,0.6205085575037961,0.25214188330781573,0.23661794085492183,57.0,29.0,4.0,False,True,False,True,True
98,diverse_fill,difficult;unique_unpredictable;high_composite,bigcodebench,bigcodebench_13,bigcodebench/bigcodebench_13,difficult;unique_unpredictable;high_composite,0.7528989667049368,0.8328989667049369,hard,0.8076923076923077,0.5192307692307693,0.9038461538461539,0.9552238805970149,12,0.1923076923076923,0.4166666666666667,0.4930066485916347,0.0416310947946315,0.054785099545330916,0.5901219693616162,26.0,6.0,5.0,False,True,False,True,True
99,diverse_fill,difficult;unique_unpredictable;high_composite,bfcl,bfcl-live-multiple-196-88-0,bfcl/bfcl-live-multiple-196-88-0,difficult;unique_unpredictable;high_composite,0.7501233409769995,0.8301233409769996,hard,0.7230769230769232,0.6666666666666666,0.8148148148148148,0.8821138211382114,26,0.2769230769230769,0.2769230769230769,0.3640664481907456,0.4377744969027456,0.08088071108108409,0.3744965941582793,37.0,21.0,8.0,False,True,False,True,True
100,diverse_fill,unique_unpredictable;high_composite,usaco,usaco-436,usaco/usaco-436,unique_unpredictable;high_composite,0.7884271978021978,0.8284271978021979,medium,0.48269230769230764,0.8131868131868132,0.945054945054945,0.9791666666666666,19,0.5173076923076924,0.4868421052631579,0.4541742377404808,0.4146468624172921,0.3502345071295368,0.19839203465504596,18.0,6.0,1.0,False,False,False,True,True
101,diverse_fill,unique_unpredictable;high_composite,kumo,kumo-vehicleenv-t4-a6-v1-s1,kumo/kumo-vehicleenv-t4-a6-v1-s1,unique_unpredictable;high_composite,0.7839978253263199,0.8239978253263199,medium,0.3455127307692307,0.9536423841059603,0.9006622516556292,0.9245283018867925,20,0.6544872692307693,0.65083335,0.334060715497838,0.5745351380840162,0.21527362401678268,0.3553198426683297,8.0,16.0,1.0,False,False,False,True,True
102,diverse_fill,difficult;high_composite,bfcl,bfcl-live-multiple-563-155-3,bfcl/bfcl-live-multiple-563-155-3,difficult;high_composite,0.7777903724550066,0.8177903724550066,hard,0.8153846153846154,0.7777777777777778,0.6898148148148148,0.8617886178861789,26,0.1846153846153846,0.1846153846153846,0.3504857153813698,0.0698058603275887,0.0935109225899191,0.30730886728858997,25.0,35.0,3.0,False,True,False,False,True
103,diverse_fill,unique_unpredictable;high_composite,kumo,kumo-mythicalcreatureenv-t4-a6-v1-s0,kumo/kumo-mythicalcreatureenv-t4-a6-v1-s0,unique_unpredictable;high_composite,0.7710242889541422,0.8110242889541422,medium,0.40384600000000004,0.8013245033112583,0.9668874172185431,0.9858490566037735,17,0.596154,0.5588235882352942,0.4039882074289471,0.5979234807201309,0.1700972992777293,0.47956085197477094,31.0,6.0,2.0,False,False,False,True,True
104,diverse_fill,difficult;high_composite,replicationbench,replicationbench-hubble_trails__classifier_performance,replicationbench/replicationbench-hubble_trails__classifier_performance,difficult;high_composite,0.7709935897435898,0.8109935897435898,hard,0.8480769230769231,0.8461538461538461,0.5512820512820513,0.8333333333333334,16,0.1519230769230769,0.2468749999999999,0.3731072022555984,0.6137895808514356,0.3055954988702466,0.13199570486413648,13.0,36.0,3.0,False,True,False,False,True
105,diverse_fill,unique_unpredictable;high_composite,aime,aime_i-13,aime/aime_i-13,unique_unpredictable;high_composite,0.7698717948717949,0.809871794871795,medium,0.34615384615384626,0.8666666666666667,0.95,0.95,19,0.6538461538461537,0.6,0.3893314107138301,0.662545701709182,0.2522405758276247,0.2806338059575666,9.0,4.0,1.0,False,False,False,True,True
106,diverse_fill,difficult;unique_unpredictable;high_composite,kumo,kumo-wildlifeenv-t4-a6-v1-s0,kumo/kumo-wildlifeenv-t4-a6-v1-s0,difficult;unique_unpredictable;high_composite,0.7284834124715251,0.8084834124715252,hard,0.8044871923076924,0.3841059602649007,1.0,0.9528301886792453,19,0.1955128076923076,0.2675438421052631,0.3712817220292093,0.4918205278829582,0.08160616876713085,0.6045736259116072,94.0,1.0,5.0,False,True,False,True,True
107,diverse_fill,unique_unpredictable;high_composite,simpleqa,simpleqa-3796,simpleqa/simpleqa-3796,unique_unpredictable;high_composite,0.7681923076923077,0.8081923076923078,medium,0.3307692307692308,0.945,0.825,0.99,20,0.6692307692307692,0.6,0.4381780460041329,0.4558961025729346,0.3264925114605609,0.17395394719370993,12.0,36.0,1.0,False,False,False,True,True
108,diverse_fill,difficult;high_composite,replicationbench,replicationbench-gw_nsbh__mass_gap_constraint,replicationbench/replicationbench-gw_nsbh__mass_gap_constraint,difficult;high_composite,0.7681089743589744,0.8081089743589744,hard,0.7903846153846155,0.9230769230769231,0.4230769230769231,0.9444444444444444,17,0.2096153846153846,0.3205882352941177,0.4112601951282008,0.5459983497107055,0.3368629660534968,0.06308910007462187,7.0,46.0,4.0,False,True,False,False,True
109,diverse_fill,difficult;unique_unpredictable;high_composite,gpqa-diamond,gpqa-diamond-32,gpqa-diamond/gpqa-diamond-32,difficult;unique_unpredictable;high_composite,0.724574883518635,0.804574883518635,hard,0.7108974230769232,0.5786516853932584,0.8651685393258427,0.8535353535353535,18,0.2891025769230769,0.3287037222222222,0.3728355627142116,0.5605488918705517,0.11296988895607686,0.3038384881413152,76.0,25.0,14.0,False,True,False,True,True
110,diverse_fill,high_composite,bixbench,bix-12-q4,bixbench/bix-12-q4,high_composite,0.8035141700404859,0.8035141700404859,medium,0.653846153846154,0.9473684210526315,0.6578947368421053,0.96,20,0.3461538461538461,0.39,0.3819685850956856,0.6882869109720717,0.23398037135738833,0.30984325929131606,3.0,14.0,1.0,False,False,False,False,True
111,diverse_fill,difficult;high_composite,replicationbench,replicationbench-chandra_representation__blackbody_spectral_fit,replicationbench/replicationbench-chandra_representation__blackbody_spectral_fit,difficult;high_composite,0.76125,0.80125,hard,0.7019230769230769,0.7435897435897436,0.782051282051282,0.8666666666666667,17,0.2980769230769231,0.35,0.3819454842528924,0.6567682105341641,0.27553644075715095,0.2591556053656985,21.0,18.0,5.0,False,True,False,False,True
112,diverse_fill,difficult;unique_unpredictable;high_composite,spider2,spider2-google_play002,spider2/spider2-google_play002,difficult;unique_unpredictable;high_composite,0.7192994537545787,0.7992994537545788,hard,0.7641025769230769,0.59375,0.84375,0.7301587301587301,17,0.2358974230769231,0.360784294117647,0.4404743881113747,0.4820334126040093,0.2980277763797501,0.2847958400269168,14.0,6.0,3.0,False,True,False,True,True
113,diverse_fill,high_composite,spider2,spider2-f1002,spider2/spider2-f1002,high_composite,0.7979996565934067,0.7979996565934067,medium,0.6692307692307693,0.90625,0.796875,0.7619047619047619,16,0.3307692307692307,0.4125,0.4442338910979215,0.2819483399611524,0.35582514379200997,0.2533726708255464,4.0,7.0,2.0,False,False,False,False,True
114,diverse_fill,unique_unpredictable;high_composite,simpleqa,simpleqa-140,simpleqa/simpleqa-140,unique_unpredictable;high_composite,0.7542980769230769,0.794298076923077,medium,0.4076923076923078,0.86,0.8175,0.98,20,0.5923076923076922,0.5599999999999999,0.4270831300812524,0.5623819784980985,0.30561732369954486,0.16975590759982895,29.0,37.0,2.0,False,False,False,True,True
115,diverse_fill,difficult;high_composite,labbench,labbench-figqa-0156,labbench/labbench-figqa-0156,difficult;high_composite,0.7515448954053927,0.7915448954053927,hard,0.7153846153846154,0.9111111111111111,0.4583333333333333,0.9281767955801105,13,0.2846153846153846,0.3692307692307693,0.4356862233386552,0.5373303447577563,0.37777400212654483,0.07539649069810062,17.0,99.0,1.0,False,True,False,False,True
116,diverse_fill,high_composite,aider-polyglot,polyglot_python_rest-api,aider-polyglot/polyglot_python_rest-api,high_composite,0.7906012145748988,0.7906012145748988,medium,0.5846153846153848,0.9578947368421052,0.6447368421052632,0.9866666666666667,26,0.4153846153846153,0.4153846153846153,0.4638404132825026,0.6130200748810143,0.3445901674380113,0.15265643110097737,9.0,69.0,1.0,False,False,False,False,True
117,diverse_fill,high_composite,swtbench,swtbench-astropy__astropy-14365,swtbench/swtbench-astropy__astropy-14365,high_composite,0.7850897435897436,0.7850897435897436,medium,0.65,0.8974358974358975,0.717948717948718,0.86,14,0.35,0.3928571428571429,0.3514547028612155,0.3543416328133341,0.22243007193136424,0.3297090780492007,5.0,12.0,1.0,False,False,False,False,True
118,diverse_fill,difficult;unique_unpredictable;high_composite,swe-lancer,swe-lancer-43022-manager-0,swe-lancer/swe-lancer-43022-manager-0,difficult;unique_unpredictable;high_composite,0.7036858974358975,0.7836858974358976,hard,0.8980769230769231,0.3333333333333333,1.0,0.75,17,0.1019230769230769,0.1558823529411765,0.2622764330542112,-0.1700226833622283,0.04635572999320019,0.6314579872414429,9.0,1.0,3.0,False,True,False,True,True
119,diverse_fill,high_composite,reasoning-gym,reasoning-gym-arithmetic-leg-counting-hard0292e21f-seed45-2,reasoning-gym/reasoning-gym-arithmetic-leg-counting-hard0292e21f-seed45-2,high_composite,0.7821361797924298,0.7821361797924298,medium,0.5461538461538462,0.9523809523809523,0.7063492063492064,0.9045138888888888,20,0.4538461538461538,0.47,0.4439594576084623,0.6260543121798058,0.28568128549358046,0.24403579289047683,7.0,38.0,1.0,False,False,False,False,True
120,diverse_fill,difficult;high_composite,gaia,gaia-b415aba4-4b68-4fc6-9b89-2c812e55a3e1,gaia/gaia-b415aba4-4b68-4fc6-9b89-2c812e55a3e1,difficult;high_composite,0.7421104054173673,0.7821104054173673,hard,0.8096153846153846,0.6645569620253164,0.7848101265822784,0.7393939393939394,20,0.1903846153846154,0.2475,0.3699577678600625,0.2427755804237086,0.22299768575902665,0.2758039995967001,54.0,35.0,1.0,False,True,False,False,True
121,diverse_fill,difficult;high_composite,labbench,labbench-figqa-0003,labbench/labbench-figqa-0003,difficult;high_composite,0.7412151744817491,0.7812151744817492,hard,0.8307692307692308,0.9333333333333333,0.2638888888888889,0.9392265193370166,13,0.1692307692307692,0.3384615384615384,0.43947251867956,0.5214584748998436,0.3809731978205322,0.04741757659150203,13.0,133.0,2.0,False,True,False,False,True
122,diverse_fill,unique_unpredictable;high_composite,medagentbench,medagentbench-task1_19,medagentbench/medagentbench-task1_19,unique_unpredictable;high_composite,0.734160346695558,0.774160346695558,medium,0.3769230769230769,0.8591549295774648,0.8169014084507042,0.9,20,0.6230769230769231,0.6300000000000001,0.3593048844644336,0.5472684261559276,0.2643047573355307,0.16854365129210958,11.0,14.0,2.0,False,False,False,True,True
123,diverse_fill,difficult;high_composite,gaia,gaia-7673d772-ef80-4f0f-a602-1bf4485c9b43,gaia/gaia-7673d772-ef80-4f0f-a602-1bf4485c9b43,difficult;high_composite,0.7334283438080906,0.7734283438080907,hard,0.7615384615384616,0.9493670886075949,0.2721518987341772,0.9515151515151515,20,0.2384615384615384,0.3099999999999999,0.407308237088326,0.624269819843868,0.3007037198015344,0.10478100000807167,9.0,116.0,2.0,False,True,False,False,True
124,diverse_fill,unique_unpredictable;high_composite,aime,aime_ii-14,aime/aime_ii-14,unique_unpredictable;high_composite,0.7332371794871796,0.7732371794871796,easy,0.20961538461538476,0.9333333333333333,0.8166666666666667,1.0,19,0.7903846153846152,0.7131578947368421,0.3959804970154723,0.2281395895314109,0.2623667537036305,0.2276442826774988,5.0,12.0,2.0,False,False,False,True,True
125,diverse_fill,difficult;high_composite,swe-lancer,swe-lancer-26048-manager-0,swe-lancer/swe-lancer-26048-manager-0,difficult;high_composite,0.72875,0.76875,medium,0.7,0.75,0.625,0.9,17,0.3,0.3529411764705882,0.3727759886530555,0.5144750561167829,0.1283643897889049,0.4369074936285269,4.0,6.0,2.0,False,True,False,False,True
126,diverse_fill,unique_unpredictable;high_composite,usaco,usaco-1328,usaco/usaco-1328,unique_unpredictable;high_composite,0.7258356002747253,0.7658356002747253,medium,0.3974358076923077,0.7802197802197802,0.9010989010989011,0.8541666666666666,19,0.6025641923076923,0.5789473684210527,0.4187785952622359,0.3210392741671328,0.34720335347367304,0.14603140028307493,21.0,10.0,3.0,False,False,False,True,True
127,diverse_fill,unique_unpredictable;high_composite,reasoning-gym,reasoning-gym-code-bf-hard0292e21f-seed45-0,reasoning-gym/reasoning-gym-code-bf-hard0292e21f-seed45-0,unique_unpredictable;high_composite,0.7236893603479854,0.7636893603479854,medium,0.5307693461538462,0.7063492063492064,0.873015873015873,0.8368055555555556,12,0.4692306538461538,0.5305555000000001,0.4217376865239616,0.4460337019260652,0.17317410518167461,0.3363087001946107,38.0,17.0,6.0,False,False,False,True,True
128,diverse_fill,difficult;frontier_with_variance;unique_unpredictable,gso,gso-pydantic--pydantic-addf1f9,gso/gso-pydantic--pydantic-addf1f9,difficult;frontier_with_variance;unique_unpredictable,0.6429864253393666,0.7629864253393667,frontier,0.9807692307692308,0.25,1.0,0.4019607843137255,12,0.0192307692307692,0.0416666666666666,0.1381926995981416,0.3443026310270121,0.014030615121504124,0.8294101396233691,4.0,1.0,2.0,False,True,True,True,False
129,diverse_fill,high_composite,crustbench,crustbench-satc,crustbench/crustbench-satc,high_composite,0.7617403846153847,0.7617403846153847,medium,0.43846153846153846,0.9375,0.75,0.91,22,0.5615384615384615,0.5545454545454546,0.4042133468257401,0.6554350278021467,0.31237880093726944,0.2090021984002841,7.0,25.0,1.0,False,False,False,False,True
130,diverse_fill,high_composite,medagentbench,medagentbench-task9_11,medagentbench/medagentbench-task9_11,high_composite,0.7539544962080174,0.7539544962080174,medium,0.4538461538461538,0.8732394366197183,0.7394366197183099,1.0,20,0.5461538461538462,0.53,0.4255584566190643,0.5425210842131786,0.2658302561175064,0.15356069671360928,10.0,19.0,1.0,False,False,False,False,True
131,diverse_fill,high_composite,crustbench,crustbench-2dpartint,crustbench/crustbench-2dpartint,high_composite,0.7437500000000001,0.7437500000000001,medium,0.5000000000000001,0.8333333333333334,0.7083333333333334,1.0,25,0.4999999999999999,0.504,0.4529724053405461,0.6786500298676192,0.29838326886834293,0.1918545823241753,17.0,29.0,2.0,False,False,False,False,True
132,diverse_fill,unique_unpredictable;high_composite,humanevalfix,humanevalfix-python-10,humanevalfix/humanevalfix-python-10,unique_unpredictable;high_composite,0.7029027070490484,0.7429027070490485,easy,0.0923076923076922,0.9428571428571428,0.8285714285714286,0.9512195121951219,20,0.9076923076923078,0.8800000000000001,0.2561249694973139,0.6027271359608749,0.219773406598409,0.06246455390711825,3.0,7.0,2.0,False,False,False,True,True
133,diverse_fill,difficult;high_composite,swtbench,swtbench-sphinx-doc__sphinx-9673,swtbench/swtbench-sphinx-doc__sphinx-9673,difficult;high_composite,0.7024615384615384,0.7424615384615384,hard,0.7538461538461538,0.7948717948717948,0.48717948717948717,0.76,12,0.2461538461538461,0.3,0.3316624790355399,0.2221798677566701,0.19716883390254078,0.22232768844220918,9.0,21.0,3.0,False,True,False,False,True
134,diverse_fill,difficult;frontier_with_variance;unique_unpredictable;high_composite,mmau,mmau-0de9f80e-8070-4ede-845b-b41bfc9bdbf7,mmau/mmau-0de9f80e-8070-4ede-845b-b41bfc9bdbf7,difficult;frontier_with_variance;unique_unpredictable;high_composite,0.618249206564424,0.738249206564424,frontier,0.9538461538461539,0.11956521739130435,0.8532608695652174,0.8308308308308309,20,0.0461538461538461,0.06,0.128062484748657,0.3842791446226223,0.019856966144015147,0.38529914360142425,82.0,14.0,13.0,False,True,True,True,True
